path,publisher,source_url,retrieved_at_utc,bytes,sha256,git_blob_in_51c4b6e,rights_basis,repo_status
data/metadata/gis/raw/arcgis_services_root_20260924.json,JPS,https://maps.water.gov.my/arcgis/rest/services?f=json,2026-09-24T04:12:19Z,158,d176a9c063868ec39f7c970d943a2c09d596b744d34bdb9eba4cec709058a2a7,8e3671934548de19e13a3b12e2d00e4968ca3758,"JPS ArcGIS service, copyrightText empty; JPS copyright notice applies to JPS content (PERMISSION REQUIRED)",untracked_local_only
data/metadata/gis/raw/archive_datagovmy_datastore_267aa009_limit5_20260924.json,data.gov.my archive (CKAN),https://archive.data.gov.my/data/api/3/action/datastore_search?resource_id=267aa009-2f05-40af-b1cb-13a69c91eccf&limit=5,2026-09-24T04:22:13Z,237,3a0665ac8eaec4bc2d71f7daf8bf7089dcc4ccf2aae585bdfa131e6c4a0ab486,c5bb2a379d39bfd3f6237ddbf2c2aae5d39946cb,HTTP 404 error body; no dataset content; portal footer all rights reserved (UNKNOWN),untracked_local_only
data/metadata/gis/raw/archive_datagovmy_datastore_3deaf057_limit5_20260924.json,data.gov.my archive (CKAN),https://archive.data.gov.my/data/api/3/action/datastore_search?resource_id=3deaf057-bfa0-42e4-8392-9e9795c83b44&limit=5,2026-09-24T04:22:18Z,237,c0036b9cb677f123919f4b1f646564f92dfb670d5687ce319a9f4af1df4d9b48,c99cf4ea0f0a6026ce6df8028e5d3a0f96a9c137,HTTP 404 error body; no dataset content; portal footer all rights reserved (UNKNOWN),untracked_local_only
data/metadata/gis/raw/dosm_administrative_2_district_penang_trimmed_20260924.geojson,DOSM,https://raw.githubusercontent.com/dosm-malaysia/data-open/main/datasets/geodata/administrative_2_district.geojson (5 Penang features),2026-09-24T04:18:58Z,13681,0327843157de0bebaef60962ab2350b64501b43196be28e16c97e76f30a62010,ac524387c26cde2c5ea9180e435579b9d359484b,DOSM Open Data Licence (dosm-malaysia/data-open LICENSE.md): copy/publish/distribute allowed,tracked
data/metadata/gis/raw/jps_latestreadingstrendabc_penang_trimmed_20260924T041054Z.json,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/enlighten/data/latestreadingstrendabc.json (Penang records only),2026-09-24T04:10:54Z,80881,6f110023908ffd00a138e24d5d7898e0c98a788c455e640bf658fc3ca878ea75,7a6c2c0042b5c93bf371dd748500d6398bed9ac9,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/gis/raw/pegis_Geobencana_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Geobencana/FeatureServer?f=json,2026-09-24T04:23:59Z,7179,d0cf4140d59b792d23a92671e06ed978851c8e4f01d4718d52d65d28a0a54ed8,3e4dee1ddb6ed393cb888aa93453cb0ecaaab7bc,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Hotspot_Banjir_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Hotspot_Banjir/FeatureServer?f=json,2026-09-24T04:23:39Z,6371,88d3364f8eb4bd20d2ac782ba50b6197d53338356d8c9ab28286fc44e4771092,30d6ee78b2c82fa6b5b6f13c8ebea8d31e6bdb0c,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Hotspot_Banjir_layer0_bbox_sample3_20260924.json,Penang GeoHub,"https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Hotspot_Banjir/FeatureServer/0/query?geometry=100.28,5.38,100.34,5.42&inSR=4326&... (full query string in the directory's probe_log_20260924.tsv)",2026-09-24T04:29:08Z,6617,579ec71471893a02101cc962cdcaee0cb7959f3f32d0da42d5dbe6ac714f5516,7d5912c5acaabd737daaef6d5d7951d295715a35,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Kawasan_Banjir_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Kawasan_Banjir/FeatureServer?f=json,2026-09-24T04:23:44Z,6390,805929b95525c3edc72738aa9aba7c68462d9003049e2f43b1135a60d60aae99,9eaa4b7c51a2ebffea98a451ab3f862ff69ba20b,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Lokasi_Berpotensi_Banjir_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Lokasi_Berpotensi_Banjir/FeatureServer?f=json,2026-09-24T04:23:49Z,3195,90018446b5b9e19aece2c1ebfa8678a2beef09116d85dac9e13077b5d499c0bb,0046b447e2261f18ec1e86310c3a1d042f74f200,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Pusat_Pemindahan_Banjir_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Pusat_Pemindahan_Banjir/FeatureServer?f=json,2026-09-24T04:23:54Z,6443,9b00348a65a7a79721bf77b2d26555390df6f868a0fc22f20f4cd21d241439ea,d638dc3a9dcc5455fe063d4d2e77ad5bd50b4c0e,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_FeatureServer_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer?f=json,2026-09-24T04:23:33Z,10030,765f039f5ca17079bc0053dcefd3059743e4f24db85625d80f42a0651ed4d7b6,3e0432291782480ecbef4e105cbb1302f2d5020f,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_counts_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/query?layerDefs=...&returnCountOnly=true&f=json (full query string in the directory's probe_log_20260924.tsv),2026-09-24T04:24:13Z,615,7fee7d562cbdf59b84c57458e6d6e814e952dc9738850ce661e261604ff0aa8a,cf8ffa51df97813b070d28e810b2579374dbf276,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer0_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/0?f=json,2026-09-24T04:24:32Z,9042,b253f91e03aaf6df5cd62c6bab3182f72ecf6458ad12705c45134584c8202dfe,13a653e3aa7f61c29c73916c97633a7eded696bb,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer22_bbox_sample3_20260924.json,Penang GeoHub,"https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/22/query?geometry=100.28,5.38,100.34,5.42&inSR=4326&... (full query string in the directory's probe_log_20260924.tsv)",2026-09-24T04:29:14Z,2629,26ca20651a0de68e5f106d88834889413952c0a64a38cf18c55bc5e7419cd912,e78bd3068257e8ab3570e5540840fe4f4e86ca4a,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer25_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/25?f=json,2026-09-24T04:24:27Z,8738,4dfed85582dfee7de01d3b51be2837dcf2c22b25542b7e6e21836673a56da866,533bdde504cd3a512ebd03bdcd70ef6f4abc1cc3,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer26_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/26?f=json,2026-09-24T04:24:22Z,11660,eeebddf256ba095f4404752a0bb387c05cd0ad16014944c92457ca814331cbf3,896c8bba5d468a23cccb4dfe287cd50f44a30f61,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer26_groupby_tarikh_masa_20260924.json,Penang GeoHub,"https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/26/query?groupByFieldsForStatistics=tarikh,masa&... (full query string in the directory's probe_log_20260924.tsv)",2026-09-24T04:24:51Z,13656,c9aacbbdec387ad2f7a752f62517db048ee09875665d4effc7345639a0829edf,135587fef9c76ee10cda0efced181ade77af5668,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer26_sample5_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/26/query?where=1%3D1&outFields=*&returnGeometry=true&resultRecordCount=5&orderByFields=objectid&f=json,2026-09-24T04:24:46Z,6098,086718ddf625a1c0424777f1a2184a8fa62c342f0f185867b79a02feac2d1ddb,e7d4a48f35a05db0e0b2ad2d4a6193cb127592a6,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_Sejarah_Banjir_layer7_groupby_tarikh_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/arcgis/rest/services/Hosted/Sejarah_Banjir/FeatureServer/7/query?groupByFieldsForStatistics=tarikh&... (full query string in the directory's probe_log_20260924.tsv),2026-09-24T04:27:26Z,551,f36b7ff2ca5b41e61e70f8cc79346381588b491261fa0368a02e610571b63003,9d3a65d9e91869985b843d6993046c52e42abab9,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/pegis_portal_search_banjir_trimmed_20260924.json,Penang GeoHub,https://pegis.penang.gov.my/geoportal/sharing/rest/search?q=banjir%20OR%20flood&num=50&f=json,2026-09-24T04:23:03Z,25213,27c7e21d1c3f48ea86241a1c08be9706acb1af750f1526aa07a023354f9dd0e6,2c528e3d1379898e9447dadae4f0dbf64c1daf4a,Penang GeoHub item licenseInfo/accessInformation empty; no portal terms found (UNKNOWN),untracked_local_only
data/metadata/gis/raw/probe_log_20260924.tsv,FloodGuard,n/a,2026-09-24T04:10:04Z/04:34:29Z,31768,ba9a79c48e00201882de0ba10763f39c9c3d68b4b08736c0a440b4ac6d69495d,e0fe4f8889ba9958b637f21037ade6acbcd0339b,"FloodGuard-generated request log (URLs, status, sizes, response headers)",tracked
data/metadata/gis/raw/sphtn_BASIN_SEMENANJUNG_bytes0-4095_20260924.geojson.part,JPS Pulau Pinang (SPHTN portal),https://infobanjirjps.penang.gov.my/SPHTN.Assets/maplayers/BASIN_SEMENANJUNG.geojson (Range: bytes=0-4095),2026-09-24T04:18:32Z,4096,a3aa19b436c18bee9e14bf93370fdc127e55f8007b912e72e130dc1e419b5815,2eed9cad3c152bd2f7050f1c23a0b37957cd5f87,No terms/copyright notice found on portal home page (UNKNOWN),untracked_local_only
data/metadata/gis/raw/sphtn_SEMPADAN_DAERAH_SEMENANJUNG_bytes0-4095_20260924.geojson.part,JPS Pulau Pinang (SPHTN portal),https://infobanjirjps.penang.gov.my/SPHTN.Assets/maplayers/SEMPADAN_DAERAH_SEMENANJUNG.geojson (Range: bytes=0-4095),2026-09-24T04:18:27Z,4096,d92e19b50b6916f2ad701d559315909bac923f59b085ba129374ce8793388871,464bf480e3da2e561f0f3e55269d023577558e3c,No terms/copyright notice found on portal home page (UNKNOWN),untracked_local_only
data/metadata/gis/raw/sphtn_SUNGAI_UTAMA_SEMENANJUNG_bytes0-4095_20260924.geojson.part,JPS Pulau Pinang (SPHTN portal),https://infobanjirjps.penang.gov.my/SPHTN.Assets/maplayers/SUNGAI_UTAMA_SEMENANJUNG.geojson (Range: bytes=0-4095),2026-09-24T04:18:37Z,4096,30c0c1ea6d84e13d319ee553e3024ab31ab53aaa0024b8be1b47083ab363ec84,614c67d40de6dec790b3d76331128c08268140f3,No terms/copyright notice found on portal home page (UNKNOWN),untracked_local_only
data/metadata/jps/raw/aras-air-data_PNG_20260924T020123+0800.html,JPS,https://publicinfobanjir.water.gov.my/index.php/aras-air/data-paras-air/aras-air-data/?state=PNG&district=ALL&station=ALL,2026-09-23T18:01:23Z,20354,be8d4c6ad86032aa70206a2dd41355efb703004f875008c796718017fa34a719,3685c678ef5a9e26a5873ecde8722d8fd80cc28f,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/aras-air-data_PNG_20260924T075655+0800.html,JPS,https://publicinfobanjir.water.gov.my/index.php/aras-air/data-paras-air/aras-air-data/?state=PNG&district=ALL&station=ALL,2026-09-23T23:56:55Z,20351,9310a10ff82b06c74b900bcf20918a56260315aee552029d12a5944263b88713,78bda386b621f58b7c61653cca9590f2e8da892e,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/history_rainfall_27608_20230101-20230102_PNG_20260924T073235+0800.json,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/enlighten/query/searchresultrainfalldthourlylead.php?extra=&station=27608&from=01%2F01%2F2023+00%3A00&to=02%2F01%2F2023+00%3A00&datafreq=5,2026-09-23T23:32:35Z,24,4e19d76e78573824083a5a499419e44c9bfcb2cff19b0bc42f264e06eb6a5f60,df6ca30a15eb5935f5c1a5e6bd91db9793224496,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/history_rainfall_27608_20260918-20260919_PNG_20260924T073623+0800.json,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/enlighten/query/searchresultrainfalldthourlylead.php?extra=&station=27608&from=18%2F09%2F2026+00%3A00&to=19%2F09%2F2026+00%3A00&datafreq=5,2026-09-23T23:36:23Z,30890,49cafcbc4c52235efcec815b7434c1561b6e54a9457a1b16575a941f35479900,c6423490f9f6873bbfff2559511170ae7412334e,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/history_water_level_26460_20260923-20260924_PNG_20260924T073626+0800.json,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/enlighten/query/searchresultwaterleveldtlead.php?station=26460&from=23%2F09%2F2026+00%3A00&to=24%2F09%2F2026+00%3A00&datafreq=5,2026-09-23T23:36:26Z,29230,e3d44a7df8679ece107b965f2ff4280f6f7fe5bc31110eb32909a43e58ad0aef,09d6eb0133cfea0b4b3003cb684dcf0d2d057659,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/history_water_level_27608_20240924-20240925_PNG_20260924T073645+0800.json,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/enlighten/query/searchresultwaterleveldtlead.php?station=27608&from=24%2F09%2F2024+00%3A00&to=25%2F09%2F2024+00%3A00&datafreq=5,2026-09-23T23:36:45Z,30668,90ee2dd3d4e5890ac1dd80ae9d4d8f49e61ca4b8df9bac5e8d7668c66cc06043,550074709e7c777d0f64a348b81b21e12f69df80,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/searchresultrainfall_PNG_20260924T015744+0800.html,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/shapely/agency/searchresultrainfall.php?state=PNG&district=ALL&station=ALL&loginStatus=0&language=0,2026-09-23T17:57:44Z,31378,412206a974fb20a5fd38932e85b8b768b047d63151d61e34aa033b4781545a75,e2418c525001a7d64374be76e06b3614785ffc86,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/jps/raw/searchresultrainfall_PNG_20260924T075653+0800.html,JPS,https://publicinfobanjir.water.gov.my/wp-content/themes/shapely/agency/searchresultrainfall.php?state=PNG&district=ALL&station=ALL&loginStatus=0&language=0,2026-09-23T23:56:53Z,31368,33167d67763f7235fb0a20d1ceea17038066273b3b868e6cf29208699867a4b8,ce3cef49b93bd7e4ed944d5fdf47fea9ae40963e,JPS copyright notice: prior written consent needed to copy/redistribute (PERMISSION REQUIRED),untracked_local_only
data/metadata/metmalaysia/raw/api_met_gov_my_v2.1_locations_401_20260924T1141+0800.txt,METMalaysia (api.met.gov.my),https://api.met.gov.my/v2.1/locations?locationcategoryid=STATE,2026-09-24T03:41:12Z,370,87ec6aa8379c86fcc7f1e978e36298715d387530341146ca27cb1b02a8c1d02c,3f343b596a4835f3674b7d301b0997db4d640957,HTTP 401 headers/body; METMalaysia site copyright notice (UNKNOWN for this capture),untracked_local_only
data/metadata/metmalaysia/raw/forecast_PNG_trimmed_20260924T114040+0800.json,METMalaysia via data.gov.my Weather API,https://api.data.gov.my/weather/forecast (Penang rows only),2026-09-24T03:40:40Z,69514,00e91d648c412ef6db1f3068cdb229134a5de0cf99a94eefe92cd5db708f4a0f,63a438abc430b254344546fe54903fee87f6c948,"data.gov.my open data, CC BY 4.0 (developer.data.gov.my/faq); attribution required",tracked
data/metadata/metmalaysia/raw/warning_20260924T114057+0800.json,METMalaysia via data.gov.my Weather API,https://api.data.gov.my/weather/warning,2026-09-24T03:40:57Z,8258,1f750cdbdafcb901e30862c36c463f65ecc0324caf52332057855fcebcc99f77,d2e9ecdac5414b1e7c8701b771eaaf23baed0606,"data.gov.my open data, CC BY 4.0 (developer.data.gov.my/faq); attribution required",tracked
